loc_rowid,kepid,kepoi_name,koi_disposition,koi_period,koi_impact,koi_duration,koi_depth,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,ra,dec,label
171,6541920,K00157.05,CONFIRMED,118.3786735,0.011,9.5574,1083.3,376,4.75,83.1,5657,4.364,0,1.046,0.921,297.11511,41.909142,1
172,6541920,K00157.06,CONFIRMED,10.30401132,0.017,4.2246,316.1,849,122.98,53.8,5657,4.364,0,1.046,0.921,297.11511,41.909142,1
173,10555375,K00158.01,FALSE POSITIVE,5.80181368,0.967,4.119,269.6,1491,1168.82,35.3,6020,3.86,-0.24,2.097,1.162,298.77338,47.786469,0
174,8972058,K00159.01,CONFIRMED,8.99088621,0.77,4.2447,469.7,960,200.35,93.6,5881,4.315,0.07,1.171,1.032,297.71185,45.261921,1
175,8972058,K00159.02,CONFIRMED,2.403640701,0.918,1.4012,74.9,1489,1164.85,16.3,5881,4.315,0.07,1.171,1.032,297.71185,45.261921,1
176,6631721,K00160.01,CANDIDATE,13.73808249,0.957,3.354,660.7,912,163.52,68.4,6375,4.292,-0.44,1.178,0.991,298.18362,42.01313,0
177,5084942,K00161.01,CONFIRMED,3.105507835,0.799,1.7458,904.6,980,217.91,178.6,4989,4.585,0.3,0.791,0.878,287.05173,40.211552,1
178,8107380,K00162.01,CONFIRMED,14.00640392,0.568,4.6919,716.4,807,100.09,109.3,5788,4.323,0,1.124,0.969,295.16382,43.963039,1
179,6851425,K00163.01,CONFIRMED,11.1199028,0.72,3.3759,636.3,649,42.07,100.3,5078,4.581,0,0.766,0.816,288.0676,42.35537,1
180,5652237,K00164.01,FALSE POSITIVE,4.4645454,0.808,2.8823,194.3,1601,1555.36,37.6,6093,3.91,-0.18,1.985,1.168,299.54376,40.86026,0
181,9527915,K00165.01,CONFIRMED,13.22175358,0.451,2.7884,876.5,640,39.56,93.6,5211,4.556,0,0.799,0.838,292.48694,46.196209,1
182,2441495,K00166.01,CONFIRMED,12.49340725,0.594,2.2614,715.7,649,42.08,76.2,5207,4.561,0,0.795,0.84,291.02185,37.769791,1
183,11666881,K00167.01,CONFIRMED,4.919584997,0.243,4.1988,425.7,1312,702.13,132,6236,4.246,0.12,1.378,1.224,294.4639,49.765041,1
184,11512246,K00168.01,CONFIRMED,10.74241765,0.034,6.0633,415.2,1008,243.94,95.4,5761,4.091,0.06,1.518,1.036,294.21893,49.479221,1
185,11512246,K00168.02,CONFIRMED,15.27443889,0.153,6.0765,206.7,896,152.62,40.3,5761,4.091,0.06,1.518,1.036,294.21893,49.479221,1
186,11512246,K00168.03,CONFIRMED,7.10695741,0.079,5.1462,131,1157,422.8,33.8,5761,4.091,0.06,1.518,1.036,294.21893,49.479221,1
187,6185711,K00169.01,FALSE POSITIVE,11.70219638,1.166,2.6658,639.7,719,63.16,41.3,5758,4.596,-0.52,0.762,0.848,284.45691,41.56131,0
188,11044770,K00170.01,FALSE POSITIVE,15.60865244,0.985,6.26,311.4,1419,958.55,46.9,8014,3.94,-0.14,2.43,1.874,297.97922,48.553871,0
189,7831264,K00171.01,CONFIRMED,5.968724048,0.166,3.651,510.6,1251,579.9,107.1,6122,4.173,0.02,1.439,1.123,294.74207,43.536831,1
190,7831264,K00171.02,CONFIRMED,13.07141889,0.751,3.0946,251.1,964,203.87,32,6122,4.173,0.02,1.439,1.123,294.74207,43.536831,1
191,8692861,K00172.01,CONFIRMED,13.7223682,0.009,5.1231,571.1,746,73.16,97.9,5637,4.399,-0.3,0.943,0.813,293.26093,44.868889,1
192,8692861,K00172.02,CONFIRMED,242.467406,0.173,12.808,340.3,286,1.59,23.2,5637,4.399,-0.3,0.943,0.813,293.26093,44.868889,1
193,11402995,K00173.01,CONFIRMED,10.06083238,0.672,4.5718,460.2,899,154.16,86.4,5705,4.297,0,1.14,0.939,291.90704,49.262051,1
194,10810838,K00174.01,CONFIRMED,56.35407916,0.835,3.4449,1037,352,3.63,59.4,4802,4.582,-0.22,0.701,0.686,296.82291,48.107552,1
195,8323753,K00175.01,FALSE POSITIVE,6.71425632,0.965,3.339,283.5,1565,1416.6,46.5,6093,3.737,-0.12,2.623,1.372,299.07813,44.293789,0
196,6442377,K00176.01,CONFIRMED,30.22910274,0.77,6.6751,443.4,755,76.88,71.7,6325,4.188,0.16,1.518,1.296,291.64676,41.884659,1
197,6803202,K00177.01,CONFIRMED,21.06075303,0.176,5.2472,301.2,669,47.39,54.4,5706,4.382,0,1.034,0.94,298.17722,42.237041,1
198,11455491,K00178.01,FALSE POSITIVE,6.14281498,0.67,4.624,122,1355,796.26,36,6495,4.128,-0.14,1.554,1.182,292.03149,49.388618,0
199,9663113,K00179.01,CONFIRMED,20.74028645,0.431,10.3939,1023.3,798,95.68,155.3,6226,4.264,0,1.299,1.129,297.04541,46.328701,1
200,9663113,K00179.02,CONFIRMED,572.376632,0.712,24.42,1743.4,264,1.15,78.6,6226,4.264,0,1.299,1.129,297.04541,46.328701,1
201,9573539,K00180.01,CONFIRMED,10.04556377,0.075,3.2027,671.4,766,81.61,66.5,5632,4.554,-0.04,0.853,0.952,284.39429,46.249081,1
202,12504988,K00181.01,FALSE POSITIVE,5.093938816,0.618,3.93144,25026.7,1137,395.38,1131.7,6197,4.449,-0.08,1.035,1.096,288.25284,51.417332,0
203,5376836,K00182.01,CANDIDATE,3.479425638,0.612,3.4479,19550,1166,435.85,123.3,5907,4.519,-0.3,0.878,0.929,295.6713,40.59906,0
204,9651668,K00183.01,CONFIRMED,2.684328541,0.076,2.69382,18136.5,1265,603.57,2833.1,5561,4.411,-0.1,0.956,0.859,292.85574,46.391178,1
205,7972785,K00184.01,FALSE POSITIVE,7.300735516,0.446,5.78725,13051.7,1086,328.98,1640,6434,4.394,-0.1,1.138,1.169,296.04764,43.762138,0
206,4178389,K00185.01,FALSE POSITIVE,23.21050996,0.954,3.09802,28736.9,595,29.69,958.7,5875,4.572,-0.42,0.809,0.895,296.18524,39.26268,0
207,12019440,K00186.01,CONFIRMED,3.24325988,0.117,3.03318,16450.9,1243,563.17,1586.2,5823,4.438,0.1,1.013,1.027,294.99631,50.470058,1
208,7023960,K00187.01,FALSE POSITIVE,30.8825387,0.197,5.3737,24012,593,29.12,1266.2,6014,4.486,0.07,0.993,1.101,288.72949,42.55088,0
209,5357901,K00188.01,CONFIRMED,3.797018259,0.321,2.2608,14431.2,982,219.64,1549,5167,4.527,0.24,0.848,0.883,290.35803,40.567741,1
210,11391018,K00189.01,CONFIRMED,30.36044536,0.359,6.0134,21124.7,459,10.47,1126.2,4939,4.541,-0.06,0.765,0.74,284.87997,49.266991,1
211,5771719,K00190.01,FALSE POSITIVE,12.26486736,0.818,4.7366,11310.9,1077,317.89,560.2,5372,3.81,0.3,2.344,1.295,284.64886,41.015018,0
212,5972334,K00191.01,CONFIRMED,15.35876777,0.487,4.1223,14638.1,662,45.46,812.6,5422,4.484,0.02,0.887,0.874,295.28723,41.221958,1
213,5972334,K00191.02,CONFIRMED,2.418406841,0.018,2.0744,665.4,1226,535.84,69.1,5422,4.484,0.02,0.887,0.874,295.28723,41.221958,1
214,5972334,K00191.03,CANDIDATE,0.708621057,0.033,1.5041,187.5,1846,2741.07,30.5,5422,4.484,0.02,0.887,0.874,295.28723,41.221958,0
215,5972334,K00191.04,CONFIRMED,38.6520796,0.038,5.607,566.5,487,13.28,24.8,5422,4.484,0.02,0.887,0.874,295.28723,41.221958,1
216,7950644,K00192.01,CONFIRMED,10.29099413,0.049,4.28889,9655.7,996,233.08,1245.7,5803,4.134,-0.18,1.373,0.937,288.25458,43.704868,1
217,10799735,K00193.01,FALSE POSITIVE,37.59029855,0.38,4.3855,19938.9,573,25.53,929,6147,4.463,-0.12,1.003,1.064,292.87616,48.195309,0
218,10904857,K00194.01,CONFIRMED,3.120828136,0.784,2.1878,16456,1303,680.79,113.5,6122,4.471,-0.1,0.996,1.07,282.96616,48.34507,1
219,11502867,K00195.01,CONFIRMED,3.217518511,0.638,2.11481,14319.4,1185,464.73,1287.4,5720,4.473,-0.22,0.903,0.882,289.43463,49.4734,1
220,9410930,K00196.01,CONFIRMED,1.855557556,0.554,2.35672,10570.1,1436,1004.89,1853.8,5657,4.441,-0.08,0.947,0.903,294.51324,45.98164,1
221,2987027,K00197.01,CONFIRMED,17.27629668,0.085,3.94738,10458,538,19.88,871.4,4941,4.599,0,0.738,0.79,290.83313,38.184349,1
222,10666242,K00198.01,FALSE POSITIVE,87.24250316,0.884,4.1206,17860.5,390,5.49,335.2,5671,4.501,0.28,0.955,1.054,292.09824,47.940819,0
223,10019708,K00199.01,CONFIRMED,3.268695042,0.065,3.45188,10091.4,1597,1539,1429.9,5927,4.046,0.14,1.691,1.161,295.02567,46.956001,1
224,10019708,K00199.02,FALSE POSITIVE,8.78458274,0.681,6.459,210.8,1149,411.55,25.9,5927,4.046,0.14,1.691,1.161,295.02567,46.956001,0
225,6046540,K00200.01,CONFIRMED,7.340714946,0.568,2.9987,8510.5,1155,421.03,856.3,6056,4.191,0.36,1.498,1.268,293.09253,41.355518,1
226,6849046,K00201.01,CONFIRMED,4.225384543,0.074,2.82038,7563,1111,360.46,1457.8,5574,4.403,0.42,1.054,1.025,287.13058,42.350151,1
227,7877496,K00202.01,CONFIRMED,1.72086129,0.725,2.0243,10184.5,1647,1743.61,1654.9,5742,4.297,0.26,1.215,1.068,286.11032,43.680962,1
228,10619192,K00203.01,CONFIRMED,1.485710994,0.105,2.2874,20823.9,1562,1404.81,1176.6,5624,4.432,0.3,1.018,1.021,298.39526,47.81501,1
229,9305831,K00204.01,CONFIRMED,3.246732048,0.475,3.0535,6998.2,1459,1072.7,775,5763,4.15,0.26,1.457,1.093,300.10236,45.762138,1
230,7046804,K00205.01,CONFIRMED,11.720124,0.623,3.0039,9763.3,660,44.89,707.3,5215,4.564,-0.16,0.77,0.792,295.49667,42.537891,1
231,5728139,K00206.01,CONFIRMED,5.334082429,0.045,6.2226,4676.5,1495,1180.64,653.4,6332,4.016,0.04,1.905,1.373,297.59366,40.977268,1
232,3762468,K00208.01,CONFIRMED,3.003879547,0.338,3.2848,8538,1438,1011.87,80.8,6311,4.398,0.21,1.172,1.253,295.30753,38.881641,1
233,10723750,K00209.01,CONFIRMED,50.79034648,0.058,10.8474,5671.1,612,33.12,508.8,6163,4.185,-0.06,1.406,1.102,288.79303,48.04023,1
234,10723750,K00209.02,CONFIRMED,18.79591276,0.695,7.5235,2431.4,852,124.64,282.3,6163,4.185,-0.06,1.406,1.102,288.79303,48.04023,1
235,10602291,K00210.01,FALSE POSITIVE,20.92735802,0.991,3.4256,8091,735,69.08,263.5,6126,4.358,-0.12,1.109,1.021,292.78235,47.800629,0
236,10656508,K00211.01,CANDIDATE,124.0358994,0.075,4.8472,7690,413,6.88,190.1,5822,4.244,0.14,1.28,1.047,287.97031,47.972099,0
237,6300348,K00212.01,CANDIDATE,5.69590202,0.049,3.5661,4921.1,1043,279.61,391.2,6106,4.497,-0.24,0.94,1.013,296.1398,41.60318,0
238,9164836,K00213.01,FALSE POSITIVE,48.11881255,1.079,5.27958,69850.7,490,13.6,2145.1,6003,4.536,-0.34,0.872,0.952,295.71225,45.589771,0
239,11046458,K00214.01,CONFIRMED,3.311864148,0.905,1.4049,5976.5,1116,365.94,448.2,5461,4.499,0.44,0.937,1.012,298.62488,48.57745,1
240,12508335,K00215.01,FALSE POSITIVE,42.94386258,1.285,3.7591,9207.9,520,17.26,273,5750,4.4,-0.42,0.94,0.808,290.16513,51.467258,0
241,6152974,K00216.01,CONFIRMED,20.17202467,0.334,3.1488,5368.1,564,24,226.8,5064,4.474,0.18,0.864,0.811,299.21317,41.424831,1
242,6152974,K00216.02,CONFIRMED,7.51854537,0.13,2.845,286.7,784,89.41,19.4,5064,4.474,0.18,0.864,0.811,299.21317,41.424831,1
243,9595827,K00217.01,CONFIRMED,3.905081685,0.131,2.8213,21340.5,1046,282.59,1315.8,5543,4.54,0.21,0.887,0.997,294.86551,46.285851,1
244,9838975,K00218.01,FALSE POSITIVE,18.6928606,0.116,3.88584,51256.5,528,18.4,1281.9,5190,4.66,-0.52,0.66,0.732,295.03354,46.600151,0
245,6305192,K00219.01,CONFIRMED,8.025118521,0.454,5.3694,3120.4,1093,336.73,373,6002,4.196,0,1.369,1.073,297.21408,41.66404,1
246,7132798,K00220.01,CONFIRMED,2.422084188,0.058,2.5613,1871.8,1213,511.66,423.7,5598,4.565,-0.1,0.83,0.928,295.94641,42.65892,1
247,7132798,K00220.02,CONFIRMED,4.12511935,0.253,2.877,114.7,1016,252.18,21.6,5598,4.565,-0.1,0.83,0.928,295.94641,42.65892,1
248,3937519,K00221.01,CONFIRMED,3.413036353,0.046,2.61366,3868.7,1200,490.24,480.7,5392,4.314,0.18,1.087,0.888,285.93069,39.098141,1
249,3937519,K00221.02,CONFIRMED,5.89661966,0.039,3.154,144,1000,237.1,15.3,5392,4.314,0.18,1.087,0.888,285.93069,39.098141,1
250,4249725,K00222.01,CONFIRMED,6.312508525,0.029,2.7455,1286,575,25.94,112.5,4090,4.696,-0.18,0.571,0.591,287.89163,39.33913,1
251,4249725,K00222.02,CONFIRMED,12.7945474,0.18,3.4197,816.7,455,10.1,54.1,4090,4.696,-0.18,0.571,0.591,287.89163,39.33913,1
252,4545187,K00223.01,CONFIRMED,3.177414601,0.786,1.5262,1134.3,997,233.26,113.7,5303,4.63,-0.38,0.708,0.785,286.16205,39.678001,1
253,4545187,K00223.02,CONFIRMED,41.0081117,0.878,4.376,1004.5,425,7.72,43.9,5303,4.63,-0.38,0.708,0.785,286.16205,39.678001,1
254,5547480,K00224.01,FALSE POSITIVE,3.979867514,1.216,2.3607,907.6,1173,446.89,65.2,6032,4.485,-0.06,0.973,1.055,295.6402,40.794842,0
255,5801571,K00225.01,FALSE POSITIVE,0.838597429,1.274,1.68668,2482.1,2278,6353.25,303.7,6366,4.352,0.16,1.236,1.257,294.9133,41.074711,0
256,5959753,K00226.01,CONFIRMED,8.30865307,0.333,3.2747,836.1,747,73.53,74.3,5022,4.485,0.18,0.849,0.804,291.6409,41.241039,1
257,3847907,K00229.01,CONFIRMED,3.573202801,0.053,2.88,2975,1210,507.91,362.1,5646,4.37,0.22,1.08,0.996,290.76587,38.927959,1
258,3862246,K00230.01,FALSE POSITIVE,4.702495974,1.303,2.3421,4787.3,981,219.08,101.1,5408,4.476,-0.06,0.878,0.842,294.51746,38.956341,0
259,4043443,K00231.01,FALSE POSITIVE,119.8401019,1.269,3.6796,5448.7,255,1,83.7,4602,4.637,0,0.675,0.733,287.40244,39.190731,0
260,4833421,K00232.01,CONFIRMED,12.46600444,0.209,5.0066,2232.1,897,152.76,304.6,6038,4.284,-0.16,1.191,0.995,291.11188,39.949108,1
261,4833421,K00232.02,CONFIRMED,5.766165573,0.017,3.8314,364.8,1159,426.48,65.6,6038,4.284,-0.16,1.191,0.995,291.11188,39.949108,1
262,4833421,K00232.03,CONFIRMED,21.58752788,0.009,4.4968,336.8,747,73.42,34,6038,4.284,-0.16,1.191,0.995,291.11188,39.949108,1
263,4833421,K00232.04,CONFIRMED,37.9962369,0.023,6.7751,403.7,618,34.55,37.8,6038,4.284,-0.16,1.191,0.995,291.11188,39.949108,1
264,4833421,K00232.05,CONFIRMED,56.2590881,0.026,8.114,348.8,543,20.49,29.7,6038,4.284,-0.16,1.191,0.995,291.11188,39.949108,1
265,5023956,K00233.01,FALSE POSITIVE,1.824649,0.901,4.2285,3218.5,1508,1222.28,184.3,6190,4.487,-1.94,0.793,0.704,295.24182,40.155209,0
266,8491277,K00234.01,CONFIRMED,9.61375316,0.604,4.654,797.9,931,177.26,108.6,5997,4.364,0.02,1.11,1.037,290.35815,44.518749,1
267,8107225,K00235.01,CONFIRMED,5.63252508,0.455,2.1448,634.4,844,119.75,70.9,5216,4.58,0.14,0.804,0.896,295.10995,43.915211,1
268,8453211,K00236.01,FALSE POSITIVE,5.77675928,1.272,6.789,3522.5,954,195.79,141.4,5544,4.435,-0.4,0.875,0.761,298.80206,44.420349,0
269,8041216,K00237.01,CONFIRMED,8.508333104,0.004,3.4559,646.5,909,161.66,93.4,5767,4.396,0,1.03,0.963,295.95135,43.852051,1
270,7219825,K00238.01,CONFIRMED,17.23232894,0.395,4.5568,509.8,817,105.47,64.1,6086,4.274,-0.16,1.216,1.013,296.99863,42.78196,1
271,7219825,K00238.02,CONFIRMED,26.6951944,0.136,4.576,132.6,706,58.81,13.4,6086,4.274,-0.16,1.216,1.013,296.99863,42.78196,1
272,7219825,K00238.03,CANDIDATE,362.97828,0.055,14.083,260.6,296,1.81,13,6086,4.274,-0.16,1.216,1.013,296.99863,42.78196,0
273,6383785,K00239.01,CONFIRMED,5.640676975,0.033,2.8354,1453.3,1125,379.36,145.9,5794,4.282,0.14,1.216,1.032,297.20154,41.730209,1
274,6383785,K00239.02,CONFIRMED,3.62275506,0.007,2.7868,180.6,1304,683.84,22.3,5794,4.282,0.14,1.216,1.032,297.20154,41.730209,1
275,8026752,K00240.01,CONFIRMED,4.286866229,0.757,4.4726,1321.9,1217,517.66,167.3,6228,4.441,-0.08,1.049,1.107,291.08014,43.860199,1
276,11288051,K00241.01,CONFIRMED,13.82142084,0.904,3.985,765.2,560,23.15,75.3,4983,4.66,-0.44,0.651,0.715,286.75278,49.064911,1
277,11288051,K00241.02,CONFIRMED,30.9505927,0.958,5.394,301.4,428,7.91,23.2,4983,4.66,-0.44,0.651,0.715,286.75278,49.064911,1
278,11288051,K00241.03,CONFIRMED,3.41045981,0.971,2.866,136.2,892,149.88,22.5,4983,4.66,-0.44,0.651,0.715,286.75278,49.064911,1
279,3642741,K00242.01,FALSE POSITIVE,7.258450123,0.05,5.7297,3714.7,880,141.3,288.6,5638,4.513,0.16,0.92,1.006,290.63651,38.707668,0
280,9592579,K00243.01,FALSE POSITIVE,2.637574744,0.909,5.4573,5423.5,1385,868.86,222.8,6108,4.466,0.07,1.03,1.132,293.6701,46.29567,0
281,4349452,K00244.01,CONFIRMED,12.72037026,0.787,2.7306,1180.1,934,180.23,485.5,6267,4.28,-0.06,1.258,1.097,286.6384,39.487881,1
282,4349452,K00244.02,CONFIRMED,6.238535444,0.008,3.5255,401.6,1185,465.61,274.5,6267,4.28,-0.06,1.258,1.097,286.6384,39.487881,1
283,8478994,K00245.01,CONFIRMED,39.79220077,0.019,4.466,610.4,458,10.38,179.5,5437,4.571,-0.24,0.781,0.829,284.05954,44.518215,1
284,8478994,K00245.02,CONFIRMED,21.30181863,0.086,3.8763,87.3,564,23.89,32.4,5437,4.571,-0.24,0.781,0.829,284.05954,44.518215,1
285,11295426,K00246.01,CONFIRMED,5.398752862,0.015,3.4303,346.5,1140,398.33,289.6,5790,4.279,0.06,1.198,0.997,291.03232,49.040272,1
286,11295426,K00246.02,CONFIRMED,9.60505976,0.54,3.0063,55,941,185.15,32.2,5790,4.279,0.06,1.198,0.997,291.03232,49.040272,1
287,11852982,K00247.01,CONFIRMED,13.81504449,0.868,2.3244,1032.6,391,5.52,46.7,3732,4.736,0.02,0.509,0.515,284.9986,50.14679,1
288,5364071,K00248.01,CONFIRMED,7.203855862,0.037,2.5418,1765.9,509,15.87,101.1,3834,4.708,-0.02,0.539,0.541,292.29459,40.591789,1
289,5364071,K00248.02,CONFIRMED,10.91274065,0.685,2.1801,1387.2,443,9.12,57.4,3834,4.708,-0.02,0.539,0.541,292.29459,40.591789,1
290,5364071,K00248.03,CONFIRMED,2.576571021,0.187,1.5997,852.8,717,62.42,63.6,3834,4.708,-0.02,0.539,0.541,292.29459,40.591789,1
291,5364071,K00248.04,CONFIRMED,18.59611518,0.014,2.3052,813.8,371,4.48,27.6,3834,4.708,-0.02,0.539,0.541,292.29459,40.591789,1
292,9390653,K00249.01,CONFIRMED,9.549277089,0.068,1.5832,1826.9,374,4.62,112.2,3547,4.899,-0.14,0.369,0.396,284.92184,45.972401,1
293,9757613,K00250.01,CONFIRMED,12.28299829,0.047,2.7096,2794.7,431,8.14,137.2,3879,4.708,-0.12,0.537,0.537,284.94098,46.56654,1
294,9757613,K00250.02,CONFIRMED,17.25121397,0.749,2.0371,2054.8,385,5.17,68.6,3879,4.708,-0.12,0.537,0.537,284.94098,46.56654,1
295,9757613,K00250.03,CONFIRMED,3.543919702,0.022,1.8717,507,652,42.68,38.2,3879,4.708,-0.12,0.537,0.537,284.94098,46.56654,1
296,9757613,K00250.04,CONFIRMED,46.82767725,0.393,1.9033,1537.7,276,1.37,32.4,3879,4.708,-0.12,0.537,0.537,284.94098,46.56654,1
297,10489206,K00251.01,CONFIRMED,4.164384505,0.59,1.8464,2338,590,28.75,132.1,3808,4.754,-0.06,0.508,0.534,298.25812,47.604939,1
298,10489206,K00251.02,CONFIRMED,5.77440326,0.425,1.768,245.3,529,18.6,11.8,3808,4.754,-0.06,0.508,0.534,298.25812,47.604939,1
299,11187837,K00252.01,CONFIRMED,17.60461401,0.715,3.716,2292.1,362,4.07,80.1,3744,4.737,0.06,0.516,0.529,290.40149,48.82259,1
300,11752906,K00253.01,CONFIRMED,6.383159135,0.197,1.7504,2313.2,530,18.73,64.4,3757,4.681,0.48,0.576,0.581,285.57434,49.962269,1
301,11752906,K00253.02,CONFIRMED,20.6180348,0.155,3.267,769.5,359,3.92,16.3,3757,4.681,0.48,0.576,0.581,285.57434,49.962269,1
302,5794240,K00254.01,CONFIRMED,2.455240626,0.144,1.72722,36911.9,730,67.3,1341.6,3793,4.697,0.32,0.568,0.587,292.87289,41.06427,1
303,7021681,K00255.01,CONFIRMED,27.52194772,0.35,4.047,2312.8,314,2.28,106.5,3780,4.746,-0.02,0.511,0.531,287.85812,42.542629,1
304,7021681,K00255.02,CANDIDATE,13.6032081,0.777,2.592,180.5,397,5.85,9.4,3780,4.746,-0.02,0.511,0.531,287.85812,42.542629,0
305,7021681,K00255.03,FALSE POSITIVE,7.7333361,0.084,2.807,126.9,479,12.41,9.3,3780,4.746,-0.02,0.511,0.531,287.85812,42.542629,0
306,11548140,K00256.01,FALSE POSITIVE,1.378649746,0.099,1.2232,22462,734,68.34,172.2,3440,4.82,0.46,0.439,0.465,285.18512,49.565369,0
307,5514383,K00257.01,CONFIRMED,6.88341278,0.083,2.0674,487.4,1080,321.63,35.4,6139,4.359,0.2,1.193,1.19,284.63519,40.71983,1
308,11231334,K00258.01,FALSE POSITIVE,4.15743922,1.242,9.572,1472,2089,4503.26,52.5,6529,3.657,-0.06,3.131,1.623,284.54184,48.961281,0
309,5790807,K00259.01,FALSE POSITIVE,79.99623328,0.594,6.3339,24383.5,717,62.49,721.9,6796,3.88,0.14,2.49,1.715,291.77182,41.098068,0
310,8292840,K00260.01,CONFIRMED,10.49566303,0.16,4.7356,106.1,1009,244.59,48.7,6214,4.238,-0.16,1.297,1.059,289.34732,44.208511,1
311,8292840,K00260.02,CONFIRMED,100.2830675,0.535,10.8636,351.2,475,12.07,81.9,6214,4.238,-0.16,1.297,1.059,289.34732,44.208511,1
312,8292840,K00260.03,CONFIRMED,21.86965714,0.557,5.5177,125.5,790,92,43.5,6214,4.238,-0.16,1.297,1.059,289.34732,44.208511,1
313,5383248,K00261.01,CONFIRMED,16.23847733,0.766,3.9699,646.7,711,60.35,125.8,5683,4.422,0.04,0.993,0.951,297.06961,40.525131,1
314,11807274,K00262.01,CONFIRMED,7.81285862,0.03,4.098,117.3,1196,483.06,32.3,6237,4.136,0,1.543,1.187,288.10086,50.033718,1
315,11807274,K00262.02,CONFIRMED,9.37663713,0.828,2.1033,118.4,1125,379.3,21,6237,4.136,0,1.543,1.187,288.10086,50.033718,1
316,10514430,K00263.01,FALSE POSITIVE,20.71927223,0.744,4.0388,224.6,818,105.78,36,5729,4.058,-0.06,1.545,0.994,281.2738,47.774399,0
317,3097346,K00264.01,FALSE POSITIVE,4.029810359,0.45,3.3316,111.1,1479,1132.21,62.8,5929,4.055,0.08,1.651,1.127,285.68408,38.262817,0
318,12024120,K00265.01,CONFIRMED,3.568099612,0.531,3.2131,98.4,1407,926.89,52.5,6007,4.232,0.08,1.334,1.107,297.01883,50.408981,1
319,7375348,K00266.01,CONFIRMED,25.30893566,0.799,5.7704,153.7,710,60.2,54.2,5949,4.272,0.18,1.292,1.14,295.40433,42.981422,1
320,7375348,K00266.02,CANDIDATE,47.7439509,0.977,2.99,96.9,575,25.84,15,5949,4.272,0.18,1.292,1.14,295.40433,42.981422,0
321,3425851,K00268.01,CANDIDATE,110.3783828,0.014,12.211,489.8,473,11.82,108.9,6342,4.242,-0.06,1.359,1.175,285.72879,38.506973,0
322,7670943,K00269.01,CONFIRMED,18.01164974,0.924,6.7367,107.8,900,155.37,60.8,6477,4.224,0.1,1.459,1.3,287.34573,43.378391,1
323,6528464,K00270.01,CONFIRMED,12.58229808,0.044,6.375,118.7,917,167.41,62.1,5587,4.091,-0.1,1.423,0.911,293.73282,41.900829,1
324,6528464,K00270.02,CONFIRMED,33.67280658,0.309,8.2267,170.9,661,45.09,61.2,5587,4.091,-0.1,1.423,0.911,293.73282,41.900829,1
325,9451706,K00271.01,CONFIRMED,48.6303805,0.034,7.0805,339.8,590,28.6,53.9,6075,4.264,0.32,1.352,1.225,285.19,46.027962,1
326,9451706,K00271.02,CONFIRMED,29.39337161,0.512,7.0445,327,698,55.98,69.7,6075,4.264,0.32,1.352,1.225,285.19,46.027962,1
327,9451706,K00271.03,CONFIRMED,14.4359459,0.613,3.414,107.3,884,144.45,22,6075,4.264,0.32,1.352,1.225,285.19,46.027962,1
328,5716763,K00272.01,FALSE POSITIVE,1.28132831,0.926,0.9157,525.5,2215,5673.71,196.4,5918,3.978,-0.62,1.596,0.881,295.10114,40.986679,0
329,3102384,K00273.01,CONFIRMED,10.57375145,0.785,1.7259,298.9,844,120.25,82,5720,4.4,0.34,1.08,1.067,287.47852,38.22884,1
330,8077137,K00274.01,CONFIRMED,15.0896415,0.02,4.3349,77.8,968,207.64,29.5,6063,4.061,-0.1,1.613,1.092,282.49222,43.980209,1
331,8077137,K00274.02,CONFIRMED,22.8030252,0.291,4.768,62.9,843,119.6,20.4,6063,4.061,-0.1,1.613,1.092,282.49222,43.980209,1
332,10586004,K00275.01,CONFIRMED,15.79196594,0.032,7.2772,203.1,910,161.97,77.3,5758,4.072,0.3,1.704,1.251,285.31125,47.848564,1
333,10586004,K00275.02,CONFIRMED,82.2001239,0.001,10.627,233.9,525,17.96,47.9,5758,4.072,0.3,1.704,1.251,285.31125,47.848564,1
334,11133306,K00276.01,CONFIRMED,41.74598855,0.049,4.6125,421.8,584,27.58,110.5,5978,4.316,0,1.171,1.034,289.6644,48.706211,1
335,11401755,K00277.01,CONFIRMED,16.23191704,0.017,7.461,501.6,926,174.1,194.9,5919,4.042,-0.2,1.585,1.009,291.25018,49.231834,1
336,11401755,K00277.02,CONFIRMED,13.84984567,0.012,7.2783,84.6,977,214.98,35.2,5919,4.042,-0.2,1.585,1.009,291.25018,49.231834,1
337,12314973,K00279.01,CONFIRMED,28.45489091,0.5,8.1593,1418.6,769,82.7,244.7,6206,4.159,0.22,1.573,1.305,295.48651,51.0135,1
338,12314973,K00279.02,CONFIRMED,15.4130812,0.372,6.6358,264.3,944,187.39,55.2,6206,4.159,0.22,1.573,1.305,295.48651,51.0135,1
339,12314973,K00279.03,CONFIRMED,7.5143967,0.399,4.865,36.3,1199,488.52,9.8,6206,4.159,0.22,1.573,1.305,295.48651,51.0135,1
340,4141376,K00280.01,CONFIRMED,11.87290814,0.904,2.5342,332.7,863,131.55,84.7,6147,4.412,-0.18,1.04,1.014,286.68945,39.21191,1
341,4143755,K00281.01,CONFIRMED,19.55662003,0.606,8.087,298.9,797,95.35,111,5671,4.094,-0.36,1.36,0.839,287.655,39.244289,1
